,Symbol,Scientific Name,Common Name
12398,PYBA,Pyxidanthera barbulata Michx.,flowering pixiemoss
12399,QUERC,Quercus,oak
12400,QUAC80,Quercus acutissima Carruthers,sawtooth oak
12401,QUAG,Quercus agrifolia Née,California live oak
12402,QUAL,Quercus alba L.,white oak
12403,QUAR,Quercus arizonica Sarg.,Arizona white oak
12404,QUBI,Quercus bicolor Willd.,swamp white oak
12405,QUCH,Quercus chapmanii Sarg.,Chapman oak
12406,QUCH2,Quercus chrysolepis Liebm.,canyon live oak
12407,QUCHC,Quercus chrysolepis Liebm. var. chrysolepis,canyon live oak
12408,QUCO2,Quercus coccinea Münchh.,scarlet oak
12409,QUDE4,Quercus dentata Thunb.,Daimyo oak
12410,QUDO,Quercus douglasii Hook. & Arn.,blue oak
12411,QUDU,Quercus dumosa Nutt.,coastal sage scrub oak
12412,QUDU4,Quercus durata Jeps.,leather oak
12413,QUEL,Quercus ellipsoidalis E.J. Hill,northern pin oak
12414,QUEM,Quercus emoryi Torr.,Emory oak
12415,QUFA,Quercus falcata Michx.,southern red oak
12416,QUTR3,Quercus falcata Michx. var. triloba (Michx.) Nutt.,N/A
12417,QUFU,Quercus fusiformis Small,Texas live oak
12418,QUGA,Quercus gambelii Nutt.,Gambel oak
12419,QUGAG,Quercus gambelii Nutt. var. gambelii,Gambel oak
12420,QUGA4,Quercus garryana Douglas ex Hook.,Oregon white oak
12421,QUGAG2,Quercus garryana Douglas ex Hook. var. garryana,Oregon white oak
12422,QUGR2,Quercus gravesii Sudw.,Chisos red oak
12423,QUHA3,Quercus havardii Rydb.,Havard oak
12424,QUHY,Quercus hypoleucoides A. Camus,silverleaf oak
12425,QUIL2,Quercus ilex L.,holly oak
12426,QUIL,Quercus ilicifolia Wangenh.,bear oak
12427,QUIM,Quercus imbricaria Michx.,shingle oak
12428,QUIN,Quercus incana Bartram,bluejack oak
12429,QUKE,Quercus kelloggii Newberry,California black oak
12430,QULA2,Quercus laevis Walter,turkey oak
12431,QULA3,Quercus laurifolia Michx.,laurel oak
12432,QULO,Quercus lobata Née,valley oak
12433,QULY,Quercus lyrata Walter,overcup oak
12434,QUMA2,Quercus macrocarpa Michx.,bur oak
12435,QUMA3,Quercus marilandica Münchh.,blackjack oak
12436,QUMI,Quercus michauxii Nutt.,swamp chestnut oak
12437,QUMO5,Quercus mongolica Fisch. ex Ledeb.,mongolian oak
12438,QUMU,Quercus muehlenbergii Engelm.,chinkapin oak
12439,QUMY,Quercus myrtifolia Willd.,myrtle oak
12440,QUNI,Quercus nigra L.,water oak
12441,QUOG,Quercus oglethorpensis Duncan,Oglethorpe oak
12442,QUPA5,Quercus pagoda Raf.,cherrybark oak
12443,QUPA11,Quercus falcata Michx. var. leucophylla (Ashe) Palmer & Steyerm.,N/A
12444,QUPA2,Quercus palustris Münchh.,pin oak
12445,QUPH,Quercus phellos L.,willow oak
12446,QUPR,Quercus prinoides Willd.,dwarf chinkapin oak
12447,QUPU80,Quercus pumila Walter,running oak
12448,QURU,Quercus rubra L.,northern red oak
12449,QURUA,Quercus rubra L. var. ambigua (A. Gray) Fernald,northern red oak
12450,QUSH,Quercus shumardii Buckley,Shumard's oak
12451,QUSHS,Quercus shumardii Buckley var. schneckii (Britton) Sarg.,Schneck oak
12452,QUST,Quercus stellata Wangenh.,post oak
12453,QUSU5,Quercus suber L.,cork oak
12454,QUTE,Quercus texana Buckley,Texas red oak
12455,QUNU,Quercus nuttallii Palmer,N/A
12456,QUTO,Quercus tomentella Engelm.,island live oak
12457,QUTU2,Quercus turbinella Greene,Sonoran scrub oak
12458,QUVE,Quercus velutina Lam.,black oak
12459,QUVI,Quercus virginiana Mill.,live oak
12460,QUWI2,Quercus wislizeni A. DC.,interior live oak
12461,QUSA4,Quillaja saponaria Molina,soapbark
12462,QULO2,Quincula lobata (Torr.) Raf.,Chinese lantern
12463,PHLO9,Physalis lobata Torr.,N/A
12464,QUIN10,Quisqualis indica L.,Rangoon creeper
12465,RAAC4,Racomitrium aciculare (Hedw.) Brid.,racomitrium moss
12466,RAAF2,Racomitrium affine (Schleich. ex F. Weber & D. Mohr) Lindb.,racomitrium moss
12467,RAAQ2,Racomitrium aquaticum (Brid. ex Schrad.) Brid.,aquatic racomitrium moss
12468,RACA11,Racomitrium canescens (Hedw.) Brid.,racomitrium moss
12469,RAEL3,Racomitrium elongatum Ehrh. ex Frisvoll,elongate racomitrium moss
12470,RAER2,Racomitrium ericoides (F. Weber ex Brid.) Brid.,racomitrium moss
12471,RAFA6,Racomitrium fasciculare (Hedw.) Brid.,racomitrium moss
12472,RAHE8,Racomitrium heterostichum (Hedw.) Brid.,racomitrium moss
12473,RALA70,Racomitrium lanuginosum (Hedw.) Brid.,racomitrium moss
12474,RAMI8,Racomitrium microcarpon (Hedw.) Brid.,racomitrium moss
12475,RASU9,Racomitrium sudeticum (Funck) Bruch & Schimp.,racomitrium moss
12476,RACO19,Radula complanata (L.) Dumort., 
12477,RANE,Rafinesquia neomexicana A. Gray,New Mexico plumeseed
12478,RAAR,Raillardella argentea (A. Gray) A. Gray,silky raillardella
12479,RASC2,Raillardella scaposa (A. Gray) A. Gray,stem raillardella
12480,RAST,Rainiera stricta (Greene) Greene,false silverback
12481,RANUN,Ranunculus,buttercup
12482,RAAB,Ranunculus abortivus L.,littleleaf buttercup
12483,RAAC3,Ranunculus acris L.,tall buttercup
12484,RAADA2,Ranunculus adoneus A. Gray var. adoneus,alpine buttercup
12485,RAAL,Ranunculus alismifolius Geyer ex Benth.,plantainleaf buttercup
12486,RAALA,Ranunculus alismifolius Geyer ex Benth. var. alismellus A. Gray,plantainleaf buttercup
12487,RAALA2,Ranunculus alismifolius Geyer ex Benth. var. alismifolius,plantainleaf buttercup
12488,RAAL2,Ranunculus allegheniensis Britton,Allegheny Mountain buttercup
12489,RAAM,Ranunculus ambigens S. Watson,waterplantain spearwort
12490,RAAN,Ranunculus andersonii A. Gray,Anderson's buttercup
12491,RAAQ,Ranunculus aquatilis L.,white water crowfoot
12492,RAAR2,Ranunculus arizonicus Lemmon ex A. Gray,Arizona buttercup
12493,RAAR3,Ranunculus arvensis L.,corn buttercup
12494,RABU,Ranunculus bulbosus L.,St. Anthony's turnip
12495,RACA2,Ranunculus californicus Benth.,California buttercup
12496,RACAC,Ranunculus californicus Benth. var. austromontanus L.D. Benson,N/A
12497,RACA3,Ranunculus canus Benth.,Sacramento Valley buttercup
12498,RACA4,Ranunculus cardiophyllus Hook.,heartleaf buttercup
12499,RACY,Ranunculus cymbalaria Pursh,alkali buttercup
12500,HACY2,Cyrtorhyncha cymbalaria (Pursh) Britton ssp. alpina (Hook.) A. Löve & D. Löve,N/A
12501,RAES,Ranunculus eschscholtzii Schltdl.,Eschscholtz's buttercup
12502,RAFA,Ranunculus fascicularis Muhl. ex Bigelow,early buttercup
12503,RAFI,Ranunculus ficaria L.,fig buttercup
12504,RAFL,Ranunculus flabellaris Raf.,yellow water buttercup
12505,RADE2,Ranunculus delphiniifolius Torr. ex Eaton,N/A
12506,RAFL2,Ranunculus flammula L.,greater creeping spearwort
12507,RAFLF,Ranunculus flammula L. var. filiformis (Michx.) Hook.,greater creeping spearwort
12508,RAGL,Ranunculus glaberrimus Hook.,sagebrush buttercup
12509,RAGM,Ranunculus gmelinii DC.,Gmelin's buttercup
12510,RAPU3,Ranunculus gmelinii DC. var. hookeri (D. Don) L.D. Benson,N/A
